date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-12-15,,,National Average,,,non-food,Fuel (gas),12 KG,actual,Retail,TRY,111.74,14.4893
2020-12-15,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.22,0.9365
2020-12-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,5.25,0.6813
2020-12-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,35.86,4.6493
2020-12-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,16.06,2.0827
2020-12-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,16.52,2.1417
2020-12-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,10.07,1.3063
2020-12-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,39.37,5.1051
2020-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,11.57,1.5
2020-12-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.13,0.6653
2020-12-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,12.14,1.5737
2020-12-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,2.37,0.3071
2020-12-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,6.86,0.8896
2020-12-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,4.88,0.6325
2020-12-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,5.73,0.7434
2020-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,36.94,4.7901
2020-12-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.42,0.3139
2020-12-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,6.1,0.7909
2020-12-15,,,National Average,,,vegetables and fruits,Spinach,KG,actual,Retail,TRY,5.87,0.7609
2020-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.51,0.8438
2020-12-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,6.43,0.8333
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,7.05,0.9146
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.82,0.7546
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,6.09,0.7903
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Rice,KG,actual,Retail,TRY,11.98,1.553
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.55,0.5896
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,39.25,5.0896
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,64.68,8.3872
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,49.35,6.3996
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Cheese,KG,actual,Retail,TRY,30.8,3.9934
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.29,0.6865
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,149.45,19.379
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.4,0.8293
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,66.4,8.6098
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee,KG,actual,Retail,TRY,56.58,7.3373
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,43.62,5.6559
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Salt,KG,actual,Retail,TRY,2.77,0.3591
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.1,0.6613
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea,KG,actual,Retail,TRY,32.4,4.201
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.04,0.7831
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,6.25,0.8105
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Electricity,kWh,actual,Retail,TRY,0.75,0.0974
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (gas),12 KG,actual,Retail,TRY,107.78,13.9757
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.17,0.9301
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Water,Cubic meter,actual,Retail,TRY,5.21,0.6759
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (olive),L,actual,Retail,TRY,35.11,4.5521
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (sunflower),L,actual,Retail,TRY,15.28,1.9809
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Beans (white),KG,actual,Retail,TRY,15.79,2.0469
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,10.14,1.3145
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,40.75,5.2845
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Lentils,KG,actual,Retail,TRY,11.29,1.464
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.0,0.6483
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Bananas,KG,actual,Retail,TRY,12.07,1.5655
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,2.27,0.2938
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,6.49,0.8411
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,4.67,0.606
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,5.81,0.7532
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Garlic,KG,actual,Retail,TRY,34.48,4.4709
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.17,0.281
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Oranges,KG,actual,Retail,TRY,5.84,0.7577
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Spinach,KG,actual,Retail,TRY,5.64,0.7313
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.25,0.8105
2020-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,6.06,0.7864
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bread (common),KG,actual,Retail,TRY,7.83,1.0147
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bulgur,KG,actual,Retail,TRY,6.05,0.7847
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Pasta,KG,actual,Retail,TRY,6.05,0.7842
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Rice,KG,actual,Retail,TRY,13.71,1.7775
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,5.66,0.7341
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,44.6,5.7834
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,72.38,9.3851
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,52.59,6.8188
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Cheese,KG,actual,Retail,TRY,34.0,4.4091
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.5,0.7126
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,143.32,18.5844
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.54,0.8487
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,68.79,8.9195
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee,KG,actual,Retail,TRY,57.47,7.4515
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,51.13,6.6304
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Salt,KG,actual,Retail,TRY,3.4,0.4404
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea,KG,actual,Retail,TRY,36.31,4.7085
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,7.58,0.983
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,7.37,0.9562
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Electricity,kWh,actual,Retail,TRY,0.75,0.0974
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (gas),12 KG,actual,Retail,TRY,116.88,15.1561
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.12,0.9234
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Water,Cubic meter,actual,Retail,TRY,6.04,0.7837
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (olive),L,actual,Retail,TRY,37.15,4.8178
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (sunflower),L,actual,Retail,TRY,17.05,2.2114
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Beans (white),KG,actual,Retail,TRY,17.68,2.2931
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,11.0,1.4268
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,41.86,5.4281
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Lentils,KG,actual,Retail,TRY,12.88,1.6705
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.78,0.7491
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Bananas,KG,actual,Retail,TRY,12.53,1.6253
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,2.57,0.3329
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,8.07,1.0462
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,5.47,0.7098
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,6.79,0.8809
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Garlic,KG,actual,Retail,TRY,42.69,5.5354
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.55,0.3304
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Oranges,KG,actual,Retail,TRY,7.07,0.917
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Spinach,KG,actual,Retail,TRY,6.26,0.812
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,7.37,0.9562
2020-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,7.33,0.9511
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bread (common),KG,actual,Retail,TRY,7.15,0.9266
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.93,0.7693
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Pasta,KG,actual,Retail,TRY,6.13,0.795
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Rice,KG,actual,Retail,TRY,13.29,1.7233
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,5.73,0.7434
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,32.52,4.2166
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,72.69,9.4252
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,53.28,6.9091
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Cheese,KG,actual,Retail,TRY,38.81,5.0324
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.19,0.6731
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,167.86,21.7661
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Yogurt,KG,actual,Retail,TRY,7.31,0.9477
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,65.25,8.4605
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee,KG,actual,Retail,TRY,60.17,7.802
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,55.5,7.197
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Salt,KG,actual,Retail,TRY,3.5,0.4539
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.72,0.742
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea,KG,actual,Retail,TRY,37.21,4.8244
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,7.69,0.9967
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,6.91,0.8955
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Electricity,kWh,actual,Retail,TRY,0.75,0.0974
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (gas),12 KG,actual,Retail,TRY,102.34,13.2698
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.22,0.9359
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Water,Cubic meter,actual,Retail,TRY,6.49,0.841
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,36.69,4.7578
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (sunflower),L,actual,Retail,TRY,16.53,2.144
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,17.65,2.2893
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,11.21,1.4538
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,40.56,5.2591
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Lentils,KG,actual,Retail,TRY,11.83,1.534
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.42,0.703
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,12.31,1.5965
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,2.52,0.3273
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,5.98,0.7754
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,4.94,0.6406
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,6.07,0.7872
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,39.9,5.174
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.52,0.3269
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Oranges,KG,actual,Retail,TRY,6.93,0.8988
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Spinach,KG,actual,Retail,TRY,6.36,0.8246
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.91,0.8955
2020-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,6.88,0.8917
2021-01-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,7.18,0.9701
2021-01-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.97,0.8071
2021-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,6.08,0.8221
2021-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.15,0.2905
2021-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,11.92,1.6121
2021-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.52,0.611
2021-01-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,40.0,5.4078
2021-01-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,65.46,8.849
2021-01-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,50.86,6.8753
2021-01-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,27.71,3.7464
2021-01-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,6.01,0.8126
2021-01-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,152.7,20.643
2021-01-15,,,National Average,,,milk and dairy,Yogurt,KG,actual,Retail,TRY,7.48,1.0109
2021-01-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,69.58,9.4069
2021-01-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,56.9,7.6917
2021-01-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,49.38,6.676
2021-01-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,2.79,0.3772
2021-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.11,0.6911
2021-01-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,32.96,4.4563
2021-01-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.29,0.8504
2021-01-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,9.8,1.3252
2021-01-15,,,National Average,,,non-food,Electricity,kWh,actual,Retail,TRY,0.8,0.1078
2021-01-15,,,National Average,,,non-food,Fuel (gas),12 KG,actual,Retail,TRY,112.12,15.1575
2021-01-15,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.99,0.9451
2021-01-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,5.24,0.7088
2021-01-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,35.9,4.8528
2021-01-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,15.77,2.1317
2021-01-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,15.9,2.149
2021-01-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,10.02,1.3548
2021-01-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,37.31,5.0441
2021-01-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,11.39,1.5403
2021-01-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,5.03,0.6798
2021-01-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,12.5,1.6897
2021-01-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,2.31,0.3118
2021-01-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.9,0.3922
2021-01-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,5.97,0.8071
2021-01-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,6.35,0.8586
2021-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,34.33,4.6411
2021-01-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.9,0.2573
2021-01-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,5.6,0.7566
2021-01-15,,,National Average,,,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.95,0.5346
2021-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,5.19,0.7013
2021-01-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,4.97,0.6719
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,7.18,0.9701
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.97,0.8071
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,6.08,0.8221
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.15,0.2905
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Rice,KG,actual,Retail,TRY,11.92,1.6121
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.52,0.611
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,40.0,5.4078
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,65.46,8.849
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,50.86,6.8753
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Cheese,KG,actual,Retail,TRY,27.71,3.7464
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,6.01,0.8126
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,152.7,20.643
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Yogurt,KG,actual,Retail,TRY,7.48,1.0109
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,69.58,9.4069
2021-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee,KG,actual,Retail,TRY,56.9,7.6917
