date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2013-05-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.78,1.5231
2013-05-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.39,1.3082
2013-05-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.35,1.2872
2013-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,4.49,2.459
2013-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.2,1.2037
2013-05-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,13.64,7.4684
2013-05-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,7.31,4.0016
2013-05-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,25.72,14.0783
2013-05-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,24.06,13.17
2013-05-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.29,1.255
2013-05-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.35,20.4456
2013-05-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,30.89,16.9116
2013-05-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.92,21.8515
2013-05-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.4,0.7658
2013-05-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,14.02,7.6748
2013-05-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.56,1.9489
2013-05-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,10.41,5.7006
2013-05-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.21,3.3993
2013-05-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,5.89,3.2253
2013-05-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,6.17,3.379
2013-05-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.62,6.9056
2013-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,3.26,1.7864
2013-05-15,,,National Average,,,pulses and nuts,"Peas (green, dry)",KG,actual,Retail,TRY,2.39,1.3073
2013-05-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.25,1.2311
2013-05-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.08,2.2323
2013-05-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.47,0.8037
2013-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.14,4.4571
2013-05-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.16,0.6341
2013-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.7,0.9313
2013-06-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.81,1.4814
2013-06-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.39,1.2601
2013-06-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.37,1.2493
2013-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,4.58,2.412
2013-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.21,1.1663
2013-06-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,13.78,7.2574
2013-06-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.72,3.5405
2013-06-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,25.24,13.2959
2013-06-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,24.19,12.7437
2013-06-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.27,1.1965
2013-06-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.65,19.8368
2013-06-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.02,16.3396
2013-06-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.76,20.9456
2013-06-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.4,0.7357
2013-06-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,14.0,7.3754
2013-06-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.44,1.8132
2013-06-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,10.42,5.4893
2013-06-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.19,3.2627
2013-06-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,6.1,3.2135
2013-06-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,6.06,3.1914
2013-06-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.44,6.5527
2013-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,3.28,1.7291
2013-06-15,,,National Average,,,pulses and nuts,"Peas (green, dry)",KG,actual,Retail,TRY,2.38,1.2549
2013-06-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.39,1.2579
2013-06-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,3.97,2.0933
2013-06-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.26,0.6655
2013-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,7.77,4.0934
2013-06-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.16,0.6098
2013-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.69,0.8884
2013-11-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.9,1.4335
2013-11-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.4,1.1859
2013-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.36,1.1672
2013-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,4.79,2.3638
2013-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.27,1.1196
2013-11-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,12.49,6.1673
2013-11-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,25.72,12.7044
2013-11-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,25.87,12.7758
2013-11-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.47,1.2183
2013-11-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.14,18.8367
2013-11-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,30.74,15.1834
2013-11-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,40.03,19.7677
2013-11-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.47,0.7268
2013-11-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,14.19,7.0089
2013-11-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.67,1.8137
2013-11-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,10.72,5.2931
2013-11-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,5.95,2.9394
2013-11-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,7.16,3.5378
2013-11-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.64,2.7871
2013-11-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.73,6.288
2013-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,3.6,1.7774
2013-11-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,1.83,0.9056
2013-11-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,3.99,1.9716
2013-11-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.09,0.539
2013-11-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.3,1.1381
2013-11-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.86,0.9193
2013-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.3,4.0981
2013-11-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,0.97,0.4792
2013-11-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,5.95,2.9394
2013-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.05,1.0116
2013-12-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.91,1.4117
2013-12-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.44,1.1802
2013-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.4,1.1612
2013-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,5.13,2.4863
2013-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.34,1.1341
2013-12-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,13.94,6.7509
2013-12-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,25.76,12.4749
2013-12-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,25.97,12.5767
2013-12-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.49,1.2051
2013-12-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.03,18.4203
2013-12-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,30.91,14.969
2013-12-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,40.11,19.4278
2013-12-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.47,0.7119
2013-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.65,1.7654
2013-12-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,14.4,6.9736
2013-12-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.69,1.7865
2013-12-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,10.91,5.2849
2013-12-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,5.98,2.8938
2013-12-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.58,4.1533
2013-12-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.8,2.8088
2013-12-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.64,6.1195
2013-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,3.66,1.7747
2013-12-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,1.85,0.8976
2013-12-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,3.97,1.9204
2013-12-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.12,0.5415
2013-12-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,1.79,0.8666
2013-12-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.36,1.1414
2013-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.36,4.0496
2013-12-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,0.97,0.4715
2013-12-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.63,0.7906
2013-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.9,0.9183
2014-01-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.0,1.3491
2014-01-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.48,1.1183
2014-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.47,1.1108
2014-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,5.51,2.4807
2014-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.39,1.077
2014-01-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,13.89,6.2554
2014-01-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.05,11.7272
2014-01-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,25.94,11.678
2014-01-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.5,1.1242
2014-01-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.54,17.3517
2014-01-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.26,14.0743
2014-01-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.51,17.7884
2014-01-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.48,0.6641
2014-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.65,1.6421
2014-01-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,15.21,6.8466
2014-01-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.75,1.6877
2014-01-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,11.19,5.0362
2014-01-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.06,2.7278
2014-01-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.54,4.2959
2014-01-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.84,2.6296
2014-01-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.71,5.7235
2014-01-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,3.87,1.7439
2014-01-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,1.92,0.8646
2014-01-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.11,1.8507
2014-01-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.16,0.5237
2014-01-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,1.87,0.8428
2014-01-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.37,1.0691
2014-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.78,3.9544
2014-01-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.01,0.4535
2014-01-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.51,0.6817
2014-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.34,1.0519
2014-02-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.06,1.3827
2014-02-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.57,1.1612
2014-02-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.55,1.1516
2014-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,5.81,2.6288
2014-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.44,1.1012
2014-02-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,14.46,6.5377
2014-02-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.67,12.0559
2014-02-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,26.31,11.8934
2014-02-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.54,1.1494
2014-02-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.29,17.3089
2014-02-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.21,14.1116
2014-02-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.25,17.7468
2014-02-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.49,0.673
2014-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.68,1.663
2014-02-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,15.27,6.9053
2014-02-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.73,1.6882
2014-02-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,11.84,5.3536
2014-02-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.15,2.7789
2014-02-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,10.06,4.5483
2014-02-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.89,2.6623
2014-02-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.75,5.7652
2014-02-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.14,1.8721
2014-02-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.02,0.9129
2014-02-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.49,2.0292
2014-02-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.08,0.4876
2014-02-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,1.53,0.6908
2014-02-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.76,1.2488
2014-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.78,3.9709
2014-02-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,0.99,0.4457
2014-02-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.54,0.6951
2014-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.77,0.8008
2014-03-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.06,1.3795
2014-03-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.59,1.1682
2014-03-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.63,1.1854
2014-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.0,2.7069
2014-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.47,1.1152
2014-03-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,14.85,6.6996
2014-03-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.89,12.1309
2014-03-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,26.43,11.9196
2014-03-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.57,1.157
2014-03-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.54,17.3812
2014-03-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.11,14.0318
2014-03-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.13,17.6517
2014-03-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.47,0.6623
2014-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.73,1.6842
2014-03-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,15.42,6.9533
2014-03-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.71,1.6756
2014-03-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,12.17,5.4904
2014-03-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.18,2.7865
2014-03-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,10.25,4.6218
2014-03-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.91,2.6636
2014-03-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.78,5.7643
2014-03-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.28,1.9318
2014-03-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.18,0.9831
2014-03-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.3,2.3884
2014-03-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.04,0.4685
2014-03-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,1.97,0.8891
2014-03-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.58,1.1654
2014-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,9.54,4.3011
2014-03-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.07,0.4841
2014-03-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.58,0.7149
2014-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.01,0.9088
2014-05-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.12,1.4908
2014-05-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.61,1.2478
2014-05-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.66,1.2729
2014-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.32,3.0196
2014-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.54,1.215
2014-05-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,14.51,6.9339
2014-05-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,7.64,3.6491
2014-05-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.77,12.791
2014-05-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.01,12.9057
2014-05-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.55,1.2199
2014-05-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.24,18.271
2014-05-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,30.95,14.7876
2014-05-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,38.91,18.592
2014-05-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.47,0.7046
2014-05-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,15.61,7.4587
2014-05-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.8,1.8144
2014-05-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,12.65,6.0417
2014-05-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.19,2.9572
2014-05-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,10.17,4.86
2014-05-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.92,2.8275
2014-05-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.81,6.1219
2014-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.33,2.0675
2014-05-15,,,National Average,,,pulses and nuts,"Peas (green, dry)",KG,actual,Retail,TRY,3.53,1.6871
2014-05-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.41,1.1526
2014-05-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.8,2.7701
2014-05-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.96,0.9381
2014-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,9.43,4.5074
2014-05-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.15,0.5502
2014-05-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.69,0.8062
2014-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.18,1.0406
2014-06-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.21,1.5127
2014-06-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.63,1.2417
2014-06-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.67,1.258
2014-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.6,3.1154
2014-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.6,1.2283
2014-06-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,15.67,7.3945
2014-06-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,7.14,3.3702
2014-06-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.42,12.4685
2014-06-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,28.05,13.2348
2014-06-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.54,1.1963
2014-06-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.45,18.1428
2014-06-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.07,14.6628
2014-06-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.59,18.6803
2014-06-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.49,0.704
2014-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.79,1.7889
2014-06-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,16.08,7.588
2014-06-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.87,1.8252
2014-06-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.03,6.1498
2014-06-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.18,2.9141
